Publication Date,Fiscal Year,Fundind Source Name,FPS Group,FPS Group Name,Agency Number,Agency Name,Revenue Category,Revenue Category Name,Revenue Class Code,Revenue Class Name,Budget Code,Revenue Source,Revenue Source Name,Revenue Structure Description,Adopted Budget Amount,Current Modified Budget Amount,Yr1_FY,Year 1 Revenue Amount,Year 2 Revenue Amount,Year 3 Revenue Amount,Year 4 Revenue Amount
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2121,03287,Cooperating Technical Partners,FY14 COOPERATING TECHNICAL PARTNERS,36721,45000,2018,45000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,1113,03951,EMERGENCY MANAGEMENT PERFORMANCE GRANTS,FY13 EMERGENCY MANAGEMENT PERFORMANCE GRANT,173175,173175,2018,173175,173175,173175,173175
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,1114,03951,EMERGENCY MANAGEMENT PERFORMANCE GRANTS,FY14 EMERGENCY MANAGEMENT PERFORMANCE GRANT,0,23460,2018,23460,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,1115,03951,EMERGENCY MANAGEMENT PERFORMANCE GRANTS,FY15 EMERGENCY MANAGEMENT PERFORMANCE GRANT,0,356354,2018,356354,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,1116,03951,EMERGENCY MANAGEMENT PERFORMANCE GRANTS,FY16 EMERGENCY MANAGEMENT PERFORMANCE GRANT,0,1288428,2018,1288428,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,1117,03951,EMERGENCY MANAGEMENT PERFORMANCE GRANTS,FY17 EMERGENCY MANAGEMENT PERFORMANCE GRANT,0,3047285,2018,3047285,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2022,03269,PRE-DISASTER MITIGATION,HAZARD MITIGATION PROGRAM GRNT,13112,176021,2018,176021,13112,13112,13112
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,1087,03283,REGIONAL CATASTROPHIC PREPAREDNESS,FFY10 REGIONAL CATASTROPHIC PG,6756,6756,2018,6756,6756,6756,6756
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2108,04244,URBAN AREAS SECURITY INITIATIVE,FY12 UASI - PERSONNEL,32119,32119,2018,32119,32119,32119,32119
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2412,04244,URBAN AREAS SECURITY INITIATIVE,FY13 UASI - PS,637100,637100,2018,637100,637318,637318,637318
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2470,04244,URBAN AREAS SECURITY INITIATIVE,FFY15 UASI-URBAN AREAS SECURITY INITIATIVE,0,1739755,2018,1739755,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2610,04244,URBAN AREAS SECURITY INITIATIVE,FFY16 UASI-URBAN AREAS SECURITY INITIATIVE,21896977,21895924,2018,21895924,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2082,04244,URBAN AREAS SECURITY INITIATIVE,FFY11 UASI - MANAGEMENT&ADMINISTRATION,48098,48098,2018,48098,48098,48098,48098
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2256,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,PUERTO RICO DISASTER RESPONSE - 2ND TEAM,0,100000,2018,100000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2604,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,FY16 USAR URBAN SEARCH & RESCUE,943973,834924,2018,834924,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2603,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,FY15 USAR RESPONSE SYSTEM READINESS,0,65363,2018,65363,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2607,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,FY17 USAR RESPONSE SYSTEM READINESS,0,1216513,2018,1216513,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2255,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,USAR - HURRICANE MARIA,0,100000,2018,100000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2254,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,USAR - HURRICANE IRMA,0,100000,2018,100000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2253,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,USAR - HURRICANE HARVEY,0,150000,2018,150000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2600,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,FY14 USAR URBAN SEARCH & RESCUE,0,65156,2018,65156,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,017,Department of Emergency Management,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,2300,03255,URBAN SEARCH RESCUE AND RESPONSE SYSTEM,FY13 USAR URBAN SEARCH & RESCUE,16504,16504,2018,16504,16504,16504,16504
2017 11 21,2018,Federal Grants,35,Other - Federal,826,Department of Environmental Protection,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,Z031,09392,BROWNFIELD ASSESSMENT & CLEANUP COOP PGM,BROWNFIELDS ASSESSMENT&CLEANUP,0,181946,2018,181946,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,826,Department of Environmental Protection,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03305,FEMA Sandy F Utilities,FEMA SANDY F UTILITIES,0,1746623,2018,1746623,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,826,Department of Environmental Protection,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,8824,03277,HOMELAND SECURITY BIOWATCH PGM,HOMELAND SEC BOIWATCH,145576,3362009,2018,3362009,150967,153062,153062
2017 11 21,2018,Federal Grants,35,Other - Federal,826,Department of Environmental Protection,25,Federal Grants and Contracts-Categorical,215,INTERIOR,E104,03138,Hurricane Sandy Disaster Relief - Coastal Resiliency Grants,JAMAICA BAY OYSTER GRANT,0,507471,2018,507471,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,7249,15646,ACA - State Innovation Models,STATE INNOVATION MODELS,0,79400,2018,79400,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,7237,13045,ACA-Transforming Clinical Practice Initiative: Practice Tran,NYU PRACTICE TRANSFORMATION NETWORK,0,3559,2018,3559,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,7329,13045,ACA-Transforming Clinical Practice Initiative: Practice Tran,NYS PRACTICE TRANSFORMATION NETWORK,0,22597,2018,22597,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3470,07936,Acquired Immunodeficiency Syndrome (AIDS) Activity,MAXIMIZING ONLINE DISSEMINATION & E-LEARNING OF HIV CARE STRATEGIES,0,107,2018,107,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4759,13043,Adult Viral Hepatitis Prevention and Control,IMPROVING HEPATITIS B AND C CARE CASCADES,88532,104257,2018,104257,86829,88532,88532
2017 11 21,2018,State Grants,37,Education - State,040,Department of Education,26,State Grants and Contracts-Categorical,400,OTHER,8000,30906,LOCAL GOVERNMENT RECORDS MGMT,SARA GRANT - LGRMIF,0,75000,2018,75000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4780,15618,Affordable Care Act-Epidemiology,BUILDING & STRNGTHNING ELC  PPHF,1717916,1658351,2018,1658351,1336480,1334385,1334385
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3139,15620,Affordable Care Act-Maternal,MIECHV NURSE FAMILY PARTNERSHIP,1022024,1022024,2018,1022024,1022024,1022024,1022024
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3650,07958,AIDS HIV SURVEILLANCE,AIDS SURVEILLANCE,5243586,5291443,2018,5291443,5243586,5243586,5243586
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3690,07958,AIDS HIV SURVEILLANCE,MORBIDITY & RISK BEHAV.SURVEIL,1079633,1078184,2018,1078184,1080947,1080947,1080947
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3450,07935,AIDS PREVENTION SURVEILLANCE,COMPREHENSIVE HIV PREVENTION PROGRAMS,36674935,37685606,2018,37685606,36674935,36674935,36674935
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3655,07935,AIDS PREVENTION SURVEILLANCE,NATIONL HIV BEHAV SURVEILLANCE,561512,928505,2018,928505,561512,561512,561512
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3260,07935,AIDS PREVENTION SURVEILLANCE,PREP & HIV CARE: PROJECT PRIDE,191776,2371353,2018,2371353,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3250,07935,AIDS PREVENTION SURVEILLANCE,HIV PREVENTION & CARE,1961106,2171355,2018,2171355,1961106,486530,486530
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3220,07935,AIDS PREVENTION SURVEILLANCE,AIDS PREVENT - EXPANDED PARTNER SERVICES,0,264381,2018,264381,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4260,15629,"Allergy, Immunology and Transplantation Research",CENTER FOR RESEARCH IN DIAGNOSTICS,0,126706,2018,126706,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,8240,09398,BEACH MONITORING AND NOTIFICATION,BATHING BEACH WATER QLTY M & N,43892,46573,2018,46573,43892,43892,43892
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,5038,13044,Birth Defects and Developmental Disabilities - Prevention,FCH MICROCEPHALY AND SELECT CNS SURVEILLANCE,53774,908090,2018,908090,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,6030,07953,CASE MANAGEMENT SERVICES PHCP,CHILDREN WITH SPECIAL HEALTH CARE NEEDS (CSHCN),123577,192505,2018,192505,170159,170159,170159
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4770,08016,CDC INVESTIGATION & TECHNICAL ASSISTANCE,BUILDING & STRNGTHNING ELC NON PPHF,2600426,7500339,2018,7500339,4976999,4976999,4976999
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8480,15638,Child Lead Poisoning Prevention Surveillance financed in par,CHILD LEAD POISONING PREVENTION,305794,409746,2018,409746,76515,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8701,07981,CHILDREN FAMILY COMMUNITY SUP,CHILDREN & FAMILY SUPPORT,1821449,1821449,2018,1821449,1821449,1821449,1821449
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,6110,07968,DAY CARE INSPECTIONS,DAY CARE INSPECTION,12405429,12957103,2018,12957103,12405429,12405429,12405429
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,7255,15626,"Diabetes, Digestive, and Kidney Diseases Extramural Research",TRANSLATING TELEPHONIC DIABETES,182351,67562,2018,67562,67479,67479,67479
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3230,15640,Domestic Ebola Supplement to the Epidermiology and Laborator,PPHF ELC EBOLA SUPPLEMENT,369507,981728,2018,981728,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3290,15640,Domestic Ebola Supplement to the Epidermiology and Laborator,EBOLA-PPHF 2014 EPIDEMIOLOGY & LAB CAPACITY FOR  INFECTIOUS DISEASES,4637,35976,2018,35976,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3790,15625,Drug Abuse and Addiction Research Programs,EVALUATING ART FOR ALL HIV SEROPOSITIVES,90389,90389,2018,90389,60129,60129,60129
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,284,EDUCATION,6901,14704,EARLY INTERVENTION RESPITE,EARLY INTERVENTION RESPITE,1034897,0,2018,0,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,284,EDUCATION,9142,14704,EARLY INTERVENTION RESPITE,EARLY INTERVENTION ADMINISTRAT,3375158,3375158,2018,3375158,3375158,3375158,3375158
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8350,13026,ENVOIRMENTAL PUBLIC HEALTH & EMERGENCY,BUILDING RESILIENCE AGAINST CLIMATE EFFECTS - BRACE CHAMP,17353,15620,2018,15620,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4920,13040,Epidemiology and Laboratory Capacity for Infectious Diseases,"ZIKA - BUILDING DOMESTIC SURVEILLANCE,LAB,VECTOR&PREGNANCY REGISTRY",568192,1119778,2018,1119778,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8701,07944,FEDERAL CSS,FEDERAL COMM. SUPP. SERV.,15608154,15608154,2018,15608154,15608154,15608154,15608154
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,216,JUSTICE,6800,04264,Forensic DNA Backlog Reduction Program,FY15 DNA BACKLOG REDUCTION,0,971697,2018,971697,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,216,JUSTICE,6806,04264,Forensic DNA Backlog Reduction Program,FY16 DNA BACKLOG REDUCTION,0,981791,2018,981791,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4790,15633,Health Care Innovation Awards (HCIA),PROJECT INSPIRE-NYC,49908,146393,2018,146393,49908,49908,49908
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,6220,08006,HEALTHY START INITIATIVE,HEALTH START INITIATIVE,0,488189,2018,488189,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3480,15635,HIV Prevention Activities Non-Governmental Organization Base,CAPACITY BUILDING ASSIST HIGH IMPACT HIV,1903664,1990616,2018,1990616,1840561,1840561,1840561
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,4368,03273,HOMELAND SECURITY ADVANCED RESEARCH PRJ,BIO WATCH LAB SUPPORT,0,74756,2018,74756,50000,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3880,15622,Hospital Preparedness Program (HPP) and Public Health Emerge,HOSPITAL PREPAREDNESS PROGRAM - HRI,2438469,1461949,2018,1461949,1456581,1456581,1456581
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4215,15622,Hospital Preparedness Program (HPP) and Public Health Emerge,HOSPITAL PREPAREDNESS PROGRAM - MHRA,14250867,15113219,2018,15113219,15098295,15098295,15098295
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,214,HOUSING AND URBAN DEVELOPMENT,3530,01209,HOUSING OPPORTUNITIES FOR PEOPLE WITH AI,HOUSING OPPORT PEOPLE W/AIDS,22450753,22450753,2018,22450753,22450753,22450753,22450753
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4850,07920,IMMUNIZATION PROGRAM,IIS SENTINEL SITE CAP. FOR ENHANCED PGM,235660,235660,2018,235660,235660,235660,235660
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,6510,07920,IMMUNIZATION PROGRAM,IMMUNIZATION,5436063,5401169,2018,5401169,5436063,5436063,5436063
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4830,07920,IMMUNIZATION PROGRAM,IMMUN INFO SYSTEMS SENTINEL SITE PROJECT,222643,224846,2018,224846,222992,222992,222992
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8290,07949,INJURY PREVENTION PROGRAM,NY VIOLENT DEATH REPORTING SYSTEM,28119,158987,2018,158987,162808,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,214,HOUSING AND URBAN DEVELOPMENT,8330,01234,LEAD HAZARD REDUCTION DEMONSTRATION GT,FFY15 LEAD HAZARD REDUCTION DEMO PGM,0,429091,2018,429091,242179,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8510,07906,LEAD POISON CONTROL GRANT,LEAD POISON,2933308,3046260,2018,3046260,2822956,2822956,2822956
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8310,13013,MAMMOGRAPHY QUALITY STANDARDS,MAMMOGRAPHY QUALITY STANDARDS,361941,363412,2018,363412,361941,361941,361941
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8701,07951,MCKINNEY HOMELESS BLOCK GRANT,MCKINNEY BLOCK GRANT,1700305,1700305,2018,1700305,1700305,1700305,1700305
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,7260,11919,MEDICAL ASSISTANCE PROGRAM,HEALTH STAT MEDICAID,880530,3045008,2018,3045008,880530,880530,880530
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,2004,11919,MEDICAL ASSISTANCE PROGRAM,MEDICAID - HEALTH CLINICS,585250,585250,2018,585250,585250,585250,585250
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,9142,11980,MEDICAL ASSISTANCE PROGRAM,MEDICAID EARLY INTERVENTION,8396101,8361235,2018,8361235,8365776,8365776,8365776
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8701,11919,MEDICAL ASSISTANCE PROGRAM,MEDICAID HEALTH & MEDICAL CARE,3461310,3461310,2018,3461310,3461310,3461310,3461310
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,7348,11919,MEDICAL ASSISTANCE PROGRAM,STATEWIDE HEALTH INFO. NETWORK OF NY,9794,2990,2018,2990,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,5146,11980,MEDICAL ASSISTANCE PROGRAM,MEDICAID EARLY INTERVENTION TRANSPORTATION,3000000,3000000,2018,3000000,3000000,3000000,3000000
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,1609,11919,MEDICAL ASSISTANCE PROGRAM,MEDICAID - SCHOOL HEALTH CASE MGMT,4000000,4000000,2018,4000000,4000000,4000000,4000000
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,2005,11919,MEDICAL ASSISTANCE PROGRAM,MEDICAID-HEALTH CLINICS &OTHER,150000,150000,2018,150000,150000,150000,150000
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3021,11919,MEDICAL ASSISTANCE PROGRAM,NURSE FAMILY PARTNERSHIP,125000,125000,2018,125000,125000,125000,125000
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,6901,11919,MEDICAL ASSISTANCE PROGRAM,MEDICAID - EARLY INTERVENTION SERVICES,13000000,13000000,2018,13000000,5000000,5000000,5000000
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3570,15637,Mental Health Research Grants,HIV PREVENTION NAVIGATION IN STD CLINICS,0,19420,2018,19420,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3240,15637,Mental Health Research Grants,RFMH - COLUMBIA UNIVERSITY,0,4390,2018,4390,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3440,15637,Mental Health Research Grants,PC4PREP: INTEGRATING PREP INTO PRIMARY CARE,0,27210,2018,27210,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3490,15637,Mental Health Research Grants,HIV CARE COORDINATION,129516,129516,2018,129516,129516,129516,129516
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8680,15605,NATIONAL ENVIRON PUBLIC HEALTH TRACKING,ENVIRONMENTAL SURVEILLANCE PG,735214,753349,2018,753349,693334,693334,693334
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,216,JUSTICE,6095,04256,NATIONAL INSTITUTE OF JUSTICE RESEARCH,2014 DNA RESEARCH PROTEOMIC ANALYSIS,0,163686,2018,163686,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,216,JUSTICE,6099,04256,NATIONAL INSTITUTE OF JUSTICE RESEARCH,FY15 RESEARCH & DEVELOPMENT,0,540169,2018,540169,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,216,JUSTICE,6801,04256,NATIONAL INSTITUTE OF JUSTICE RESEARCH,FY14 R&D FOR PUBLICLY FUNDED LAB,0,25602,2018,25602,0,0,0
